AOP ID,Title,OECD Status,License,Handbook Version,Completion %,Raw Score,Max Score,Events,KERs,Stressors,Empty Free Text Fields,Empty Structured Fields
358,Chitinase inhibition leading to mortality,Under Development,All rights reserved,2.0,29.41,5,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
359,Chitobiase inhibition leading to mortality,Under Development,All rights reserved,2.0,29.41,5,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
361,Sulfonylureareceptor binding leading to mortality,Under Development,All rights reserved,2.0,29.41,5,17,6,5,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
364,Thyroperoxidase inhibition leading to altered visual function via decreased eye size,Under Development,All rights reserved,2.0,29.41,5,17,8,7,0,"abstract, authors, background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
365,Thyroperoxidase inhibition leading to altered visual function via altered photoreceptor patterning,Under Development,All rights reserved,2.0,29.41,5,17,8,7,0,"abstract, authors, background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
366,Competitive binding to thyroid hormone carrier protein transthyretin (TTR) leading to altered amphibian metamorphosis ,,BY-SA,2.0,29.41,5,17,7,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
367,Competitive binding to thyroid hormone carrier protein thyroid binding globulin (TBG) leading to altered amphibian metamorphosis,,BY-SA,2.0,29.41,5,17,7,7,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
400,Inhibition of CYP26B1 activity in fetal testis leading to reduced fertility,,BY-SA,2.0,29.41,5,17,6,1,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, life_stage_applicability, taxonomy_applicability"
406,SARS-CoV-2 infection leading to hyperinflammation,,All rights reserved,2.0,29.41,5,17,6,5,0,"abstract, authors, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
412,Endothelial cell dysfunction leading to thromboinflammation,Under Development,All rights reserved,2.0,29.41,5,17,6,6,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
437,Inhibition of mitochondrial electron transport chain (ETC) complexes leading to kidney toxicity,Under Development,BY-SA,2.0,29.41,5,17,5,4,0,"abstract, authors, background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
471,"Various neuronal effects induced by elavl3, sox10, and mbp",,BY-SA,2.5,26.32,5,19,32,43,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
479,Mitochondrial complexes inhibition leading to left ventricular function decrease via increased myocardial oxidative stress,Under Development,BY-SA,2.6,26.32,5,19,7,7,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
480,Mitochondrial complexes inhibition leading to heart failure via decreased ATP production,Under Development,BY-SA,2.5,26.32,5,19,5,4,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
495,Androgen receptor activation leading to prostate cancer,,All rights reserved,2.6,26.32,5,19,9,10,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
502,"Decrease, cholesterol synthesis leads to orofacial clefting",Under Development,All rights reserved,2.6,26.32,5,19,7,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
525,Reduced oligodendrocyte differentiation during neurodevelopment leading to impaired learning and memory,,Open for adoption,2.6,26.32,5,19,13,15,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
531,VEGFR inhibition leading to Keratinocyte differentiation-associate Hand-foot skin reaction,,All rights reserved,2.6,26.32,5,19,0,0,0,"authors, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
557,β2-Receptor agonist leading to Cardiomyopathy,,All rights reserved,2.7,26.32,5,19,2,0,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
588,Inhibition of the mitochondrial complex II of nigro-striatal neurons leads to parkinsonian motor deficits,,BY-SA,2.7,26.32,5,19,4,3,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
589,Inhibition of the mitochondrial complex IV of nigro-striatal neurons leads to parkinsonian motor deficits,,BY-SA,2.7,26.32,5,19,4,3,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
595,Emerging OPFRS reproductive outcome pathway,,All rights reserved,2.7,26.32,5,19,18,14,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
